FoldNumber,PredictedOutput,ActualOutput,Confidence
8,0,0,0.0366467486254
5,0,0,0.155045474242
7,0,0,0.0233683554686
5,0,0,0.0475176309764
10,0,0,0.096547424811
9,0,0,0.0264441091994
2,0,0,0.446316831706
10,1,0,0.772094298383
5,1,0,0.664077387801
10,0,0,0.00938302072482
4,0,0,0.0430753768466
2,1,1,0.51931555179
1,1,1,0.997989035955
4,0,1,0.440817514021
6,1,1,0.97055947787
4,1,1,0.809191311012
4,1,1,0.803073405622
2,1,1,0.687634387041
4,1,1,0.951839225359
1,1,1,0.968815702277
10,1,1,0.667531144681
4,1,1,0.787677707807
3,1,1,0.88603420514
5,1,1,0.813070378818
8,1,1,0.94190196055
4,1,1,0.994291387613
3,1,1,0.90682762799
9,1,1,0.93754511326
10,1,1,0.95696966364
2,1,1,0.914719319984
2,1,1,0.914719319984
9,1,1,0.983746836262
8,1,1,0.998174301235
4,1,1,0.942156202128
9,1,1,0.995750745708
9,1,1,0.995750745708
7,1,1,0.94867118027
2,1,1,0.98899886466
5,1,1,0.980264927552
1,1,1,0.919270950204
5,1,1,0.996351132887
10,1,1,0.987925847689
1,1,1,0.995705707004
10,1,1,0.972038680686
2,1,1,0.948426477342
8,1,1,0.997684548846
7,1,1,0.98975479914
7,1,1,0.993240249831
8,1,1,0.973578701339
9,1,1,0.999269141875
6,1,1,0.990174433381
7,1,1,0.973614200804
10,1,1,0.999537901692
1,1,1,0.999952759653
8,1,1,0.930914045671
8,1,1,0.930914045671
1,1,1,0.984401956443
1,1,1,0.999792467554
6,1,1,0.999701611905
3,1,1,0.999834409802
3,1,1,0.999517948258
10,1,1,0.990939244773
4,1,1,0.99252337598
10,1,1,0.999663681164
7,1,1,0.999978399511
6,1,1,0.975661868567
2,1,1,0.994367014222
9,1,1,0.783321820928
1,1,1,0.756263507225
5,1,1,0.990148616496
5,1,1,0.990148616496
1,1,1,0.877652097836
1,1,1,0.915061752849
6,0,1,0.446973320255
8,1,1,0.988440326964
2,1,1,0.978929670488
5,1,1,0.870431993651
3,1,1,0.692673654838
9,1,1,0.909922718358
7,1,1,0.993724026195
9,1,1,0.988618904626
9,1,1,0.988618904626
2,1,1,0.949665564224
5,1,1,0.998502314142
7,1,1,0.837003193575
10,1,1,0.990550314528
5,1,1,0.895109483224
5,1,1,0.892205670528
4,1,1,0.914535556753
10,1,1,0.938942791344
2,1,1,0.999913658415
1,1,1,0.983331333642
9,1,1,0.957199531553
10,1,1,0.99996225449
4,1,1,0.999855526951
10,1,1,0.999878360399
4,1,1,0.952821296816
10,1,1,0.56728442782
10,1,1,0.950110253026
8,1,1,0.999992752241
2,1,1,0.999987351139
1,1,1,0.999942757762
2,1,1,0.999968429232
9,1,1,0.999997018355
2,1,1,0.999990377843
7,1,1,0.999958785134
10,1,1,0.98977988002
6,1,1,0.959581684658
8,1,1,0.872463937087
7,1,1,0.874206243097
10,1,1,0.859404730772
3,1,1,0.920384322145
4,1,1,0.852562327162
4,1,1,0.852562327162
10,1,1,0.975298229194
8,1,1,0.999056732397
6,1,1,0.999423459219
2,1,1,0.997859321062
9,1,1,0.999139266908
8,1,1,0.996861643644
8,1,1,0.999641845491
5,1,1,0.99946326835
3,1,1,0.996668151651
8,1,1,0.988093969205
5,1,1,0.977354942162
3,1,1,0.915175747372
10,1,1,0.984013748225
3,1,1,0.928527766082
