FoldNumber,PredictedOutput,ActualOutput,Confidence
3,1,1,0.98142586108
2,1,1,0.982567110601
2,1,1,0.994045965495
2,1,1,0.986651344439
1,1,1,0.965903335304
3,1,1,0.956620858099
3,1,1,0.956620858099
3,1,1,0.995833429657
4,1,1,0.966269574634
2,1,1,0.944531627333
1,1,1,0.99607549229
1,1,1,0.998369707023
1,1,1,0.931497824148
4,1,1,0.879536380912
3,1,1,0.996528772384
2,1,1,0.995080410212
4,1,1,0.994575954683
1,1,1,0.996498079079
4,1,1,0.96989676748
5,1,1,0.975464409196
4,1,1,0.997399868189
4,1,1,0.997399868189
2,1,1,0.998880889071
1,1,1,0.971349516988
5,1,1,0.96302024732
2,1,1,0.84362354343
4,1,1,0.837632855788
5,1,1,0.948991904912
3,1,1,0.929208064862
3,1,1,0.929208064862
4,1,1,0.951873807484
1,1,1,0.799138542704
5,1,1,0.947016197018
2,1,1,0.925818158116
1,1,1,0.844095293716
4,1,1,0.724572335475
1,1,1,0.857603446535
4,1,1,0.963493400767
4,1,1,0.963493400767
5,1,1,0.950121441766
2,1,1,0.924411040243
3,1,1,0.98978501751
5,1,1,0.845126829542
5,1,1,0.944687633504
5,1,1,0.8391028289
2,1,1,0.910464465687
5,1,1,0.903870472489
5,1,1,0.932640002993
1,1,1,0.997913930853
5,1,1,0.950325919818
1,1,1,0.934243720699
5,1,1,0.99860258455
4,1,1,0.998178096022
4,1,1,0.998178096022
3,1,1,0.998757388791
2,1,1,0.922060579721
3,1,1,0.625962205083
1,1,1,0.926985580079
5,1,1,0.999616992139
3,1,1,0.999358454579
1,1,1,0.998625741692
2,1,1,0.999151559903
1,1,1,0.99982688939
4,1,1,0.999570063201
4,1,1,0.998962663283
1,1,1,0.961985692696
2,1,1,0.934467018298
2,1,1,0.934467018298
2,1,1,0.896820103521
2,1,1,0.84798839513
5,1,1,0.85917049626
1,1,1,0.890413933766
1,1,1,0.826010894391
4,1,1,0.958060269376
1,1,1,0.993459879811
5,1,1,0.995592455688
5,1,1,0.988914761156
5,1,1,0.99209207972
1,1,1,0.986532188467
5,1,1,0.996761796534
5,1,1,0.995576526779
1,1,1,0.965633875331
1,1,1,0.952067268675
4,1,1,0.921976768117
5,1,1,0.819998221052
2,1,1,0.956863454513
4,1,1,0.934219523154
