FoldNumber,PredictedOutput,ActualOutput,Confidence
5,0,0,0.0823035707077
7,0,0,0.171516496653
10,1,0,0.748835875771
2,0,0,0.400237004584
10,1,0,0.507171819876
8,1,0,0.584107869467
1,1,0,0.797795055758
4,0,0,0.194171505897
3,0,0,0.0359159408673
2,0,0,0.153078342271
5,0,0,0.0139304718894
8,0,0,0.0397437122688
1,0,0,0.168229924271
9,0,0,0.0347228114594
3,0,0,0.281731251923
6,1,0,0.52677255988
5,0,0,0.438206236725
8,0,0,0.00528470675996
6,0,0,0.0114914713157
10,1,1,0.548865467064
7,1,1,0.999721074694
7,1,1,0.559256296294
4,1,1,0.99316010423
9,1,1,0.913075097193
3,1,1,0.946868719115
3,1,1,0.807920156864
2,1,1,0.985392426894
10,1,1,0.983273256017
8,1,1,0.716035884004
9,1,1,0.796548624795
5,1,1,0.864172771347
6,1,1,0.759498668131
10,1,1,0.953338412232
2,1,1,0.998640414182
4,1,1,0.951585036992
10,1,1,0.938341485815
9,1,1,0.969688649588
10,1,1,0.936287484874
4,1,1,0.974062876781
7,1,1,0.998418563179
3,1,1,0.900526934223
8,1,1,0.994966205545
9,1,1,0.912324128507
9,1,1,0.912324128507
6,1,1,0.985585695258
10,1,1,0.975472876018
1,1,1,0.867847213768
1,1,1,0.867847213768
2,1,1,0.997449478026
4,1,1,0.987480192992
6,1,1,0.995442554314
2,1,1,0.962145824633
3,1,1,0.919309943314
8,1,1,0.998989152202
10,1,1,0.997190343288
6,1,1,0.991797737991
4,1,1,0.985195549811
5,1,1,0.99963863517
1,1,1,0.993829833711
7,1,1,0.984828436602
1,1,1,0.999750710391
2,1,1,0.99995224274
3,1,1,0.888427334035
6,1,1,0.994464778233
8,1,1,0.999960435661
7,1,1,0.999959796232
5,1,1,0.999930885
8,1,1,0.999700805112
6,1,1,0.995661595429
6,1,1,0.995661595429
2,1,1,0.995382401387
7,1,1,0.999887860655
10,1,1,0.999991563626
6,1,1,0.991306346228
10,1,1,0.997261329959
4,1,1,0.588117597089
9,1,1,0.828036722408
7,1,1,0.993640621864
4,1,1,0.836613522907
4,1,1,0.836613522907
10,1,1,0.879570540126
4,0,1,0.388189557979
3,1,1,0.993294268448
8,1,1,0.972461956656
3,1,1,0.935314319327
10,1,1,0.794104926983
2,1,1,0.95317678948
1,1,1,0.991738464579
2,1,1,0.989227671191
8,1,1,0.940414054187
8,1,1,0.99120237548
1,1,1,0.727917369437
4,1,1,0.97556851565
8,1,1,0.885829714579
6,1,1,0.919512485636
3,1,1,0.948020698027
10,1,1,0.951407980575
10,1,1,0.999951053649
10,1,1,0.996849256702
2,1,1,0.950019704557
8,1,1,0.999975902925
1,1,1,0.999924505118
4,1,1,0.999945372369
7,1,1,0.948473610581
1,0,1,0.416329579959
2,1,1,0.9655187993
3,1,1,0.999995580532
5,1,1,0.999992453195
3,1,1,0.999971529272
2,1,1,0.999981346772
5,1,1,0.999998415309
6,1,1,0.999993433449
3,1,1,0.999976436698
6,1,1,0.996504133863
2,1,1,0.964912816733
6,1,1,0.842868203273
4,1,1,0.868996122867
4,1,1,0.868996122867
3,1,1,0.835733095929
9,1,1,0.913953572902
3,1,1,0.825717098202
4,1,1,0.954970046063
5,1,1,0.999227870809
10,1,1,0.999498969998
10,1,1,0.997648781452
5,1,1,0.999265980422
5,1,1,0.999265980422
7,1,1,0.995439711659
1,1,1,0.999602388946
7,1,1,0.999326147575
10,1,1,0.996823137923
3,1,1,0.981914201849
3,1,1,0.965681958267
9,1,1,0.842531098292
10,1,1,0.976975956842
5,1,1,0.882241520778
5,1,1,0.882241520778
